DataPoint,Wavelength_1_Left Hand_,Wavelength_1_Right Hand_,Wavelength_1__,Wavelength_1__,Wavelength_1__,Wavelength_2_Left Hand_,Wavelength_2_Right Hand_,Wavelength_2__,Wavelength_2__,Wavelength_2__,Wavelength_3_Left Hand_,Wavelength_3_Right Hand_,Wavelength_3__,Wavelength_3__,Wavelength_3__
1679,0.202232,-0.00319346,1,0,0,0.202232,-0.00319346,1,0,0,0.202232,-0.00319346,1,0,0
1680,0.212765,-0.00310213,1,0,0,0.212765,-0.00310213,1,0,0,0.212765,-0.00310213,1,0,0
1681,0.223514,-0.00301308,1,0,0,0.223514,-0.00301308,1,0,0,0.223514,-0.00301308,1,0,0
1682,0.234469,-0.00292628,1,0,0,0.234469,-0.00292628,1,0,0,0.234469,-0.00292628,1,0,0
1683,0.245621,-0.00284167,1,0,0,0.245621,-0.00284167,1,0,0,0.245621,-0.00284167,1,0,0
1684,0.256958,-0.0027592,1,0,0,0.256958,-0.0027592,1,0,0,0.256958,-0.0027592,1,0,0
1685,0.26847,-0.00267883,1,0,0,0.26847,-0.00267883,1,0,0,0.26847,-0.00267883,1,0,0
1686,0.280147,-0.0026005,1,0,0,0.280147,-0.0026005,1,0,0,0.280147,-0.0026005,1,0,0
1687,0.291977,-0.00252418,1,0,0,0.291977,-0.00252418,1,0,0,0.291977,-0.00252418,1,0,0
1688,0.303951,-0.00244981,1,0,0,0.303951,-0.00244981,1,0,0,0.303951,-0.00244981,1,0,0
1689,0.316056,-0.00237736,1,0,0,0.316056,-0.00237736,1,0,0,0.316056,-0.00237736,1,0,0
1690,0.328281,-0.00230678,1,0,0,0.328281,-0.00230678,1,0,0,0.328281,-0.00230678,1,0,0
1691,0.340616,-0.00223802,1,0,0,0.340616,-0.00223802,1,0,0,0.340616,-0.00223802,1,0,0
1692,0.35305,-0.00217105,1,0,0,0.35305,-0.00217105,1,0,0,0.35305,-0.00217105,1,0,0
1693,0.365571,-0.00210583,1,0,0,0.365571,-0.00210583,1,0,0,0.365571,-0.00210583,1,0,0
1694,0.378169,-0.00204231,1,0,0,0.378169,-0.00204231,1,0,0,0.378169,-0.00204231,1,0,0
1695,0.390833,-0.00198045,1,0,0,0.390833,-0.00198045,1,0,0,0.390833,-0.00198045,1,0,0
1696,0.403553,-0.00192022,1,0,0,0.403553,-0.00192022,1,0,0,0.403553,-0.00192022,1,0,0
1697,0.416316,-0.00186157,1,0,0,0.416316,-0.00186157,1,0,0,0.416316,-0.00186157,1,0,0
1698,0.429115,-0.00180448,1,0,0,0.429115,-0.00180448,1,0,0,0.429115,-0.00180448,1,0,0
1699,0.441937,-0.0017489,1,0,0,0.441937,-0.0017489,1,0,0,0.441937,-0.0017489,1,0,0
1700,0.454773,-0.00169479,1,0,0,0.454773,-0.00169479,1,0,0,0.454773,-0.00169479,1,0,0
1701,0.467614,-0.00164213,1,0,0,0.467614,-0.00164213,1,0,0,0.467614,-0.00164213,1,0,0
1702,0.480449,-0.00159088,1,0,0,0.480449,-0.00159088,1,0,0,0.480449,-0.00159088,1,0,0
1703,0.49327,-0.001541,1,0,0,0.49327,-0.001541,1,0,0,0.49327,-0.001541,1,0,0
1704,0.506067,-0.00149246,1,0,0,0.506067,-0.00149246,1,0,0,0.506067,-0.00149246,1,0,0
1705,0.518831,-0.00144523,1,0,0,0.518831,-0.00144523,1,0,0,0.518831,-0.00144523,1,0,0
1706,0.531554,-0.00139927,1,0,0,0.531554,-0.00139927,1,0,0,0.531554,-0.00139927,1,0,0
1707,0.544228,-0.00135456,1,0,0,0.544228,-0.00135456,1,0,0,0.544228,-0.00135456,1,0,0
1708,0.556845,-0.00131107,1,0,0,0.556845,-0.00131107,1,0,0,0.556845,-0.00131107,1,0,0
1709,0.569396,-0.00126876,1,0,0,0.569396,-0.00126876,1,0,0,0.569396,-0.00126876,1,0,0
1710,0.581875,-0.0012276,1,0,0,0.581875,-0.0012276,1,0,0,0.581875,-0.0012276,1,0,0
1711,0.594274,-0.00118758,1,0,0,0.594274,-0.00118758,1,0,0,0.594274,-0.00118758,1,0,0
1712,0.606587,-0.00114865,1,0,0,0.606587,-0.00114865,1,0,0,0.606587,-0.00114865,1,0,0
1713,0.618807,-0.00111079,1,0,0,0.618807,-0.00111079,1,0,0,0.618807,-0.00111079,1,0,0
1714,0.630927,-0.00107398,1,0,0,0.630927,-0.00107398,1,0,0,0.630927,-0.00107398,1,0,0
1715,0.642942,-0.00103819,1,0,0,0.642942,-0.00103819,1,0,0,0.642942,-0.00103819,1,0,0
1716,0.654847,-0.00100339,1,0,0,0.654847,-0.00100339,1,0,0,0.654847,-0.00100339,1,0,0
1717,0.666635,-0.000969562,1,0,0,0.666635,-0.000969562,1,0,0,0.666635,-0.000969562,1,0,0
1718,0.678302,-0.000936675,1,0,0,0.678302,-0.000936675,1,0,0,0.678302,-0.000936675,1,0,0
1719,0.689843,-0.000904706,1,0,0,0.689843,-0.000904706,1,0,0,0.689843,-0.000904706,1,0,0
1720,0.701254,-0.000873634,1,0,0,0.701254,-0.000873634,1,0,0,0.701254,-0.000873634,1,0,0
1721,0.71253,-0.000843434,1,0,0,0.71253,-0.000843434,1,0,0,0.71253,-0.000843434,1,0,0
1722,0.723668,-0.000814085,1,0,0,0.723668,-0.000814085,1,0,0,0.723668,-0.000814085,1,0,0
1723,0.734664,-0.000785564,1,0,0,0.734664,-0.000785564,1,0,0,0.734664,-0.000785564,1,0,0
1724,0.745514,-0.00075785,1,0,0,0.745514,-0.00075785,1,0,0,0.745514,-0.00075785,1,0,0
1725,0.756216,-0.000730922,1,0,0,0.756216,-0.000730922,1,0,0,0.756216,-0.000730922,1,0,0
1726,0.766766,-0.00070476,1,0,0,0.766766,-0.00070476,1,0,0,0.766766,-0.00070476,1,0,0
1727,0.777163,-0.000679343,1,0,0,0.777163,-0.000679343,1,0,0,0.777163,-0.000679343,1,0,0
1728,0.787403,-0.000654652,1,0,0,0.787403,-0.000654652,1,0,0,0.787403,-0.000654652,1,0,0
1729,0.797485,-0.000630668,1,0,0,0.797485,-0.000630668,1,0,0,0.797485,-0.000630668,1,0,0
1730,0.807406,-0.000607373,1,0,0,0.807406,-0.000607373,1,0,0,0.807406,-0.000607373,1,0,0
1731,0.817166,-0.000584747,1,0,0,0.817166,-0.000584747,1,0,0,0.817166,-0.000584747,1,0,0
1732,0.826762,-0.000562774,1,0,0,0.826762,-0.000562774,1,0,0,0.826762,-0.000562774,1,0,0
1733,0.836194,-0.000541435,1,0,0,0.836194,-0.000541435,1,0,0,0.836194,-0.000541435,1,0,0
1734,0.845461,-0.000520714,1,0,0,0.845461,-0.000520714,1,0,0,0.845461,-0.000520714,1,0,0
1735,0.854561,-0.000500595,1,0,0,0.854561,-0.000500595,1,0,0,0.854561,-0.000500595,1,0,0
1736,0.863494,-0.000481061,1,0,0,0.863494,-0.000481061,1,0,0,0.863494,-0.000481061,1,0,0
1737,0.87226,-0.000462096,1,0,0,0.87226,-0.000462096,1,0,0,0.87226,-0.000462096,1,0,0
1738,0.880858,-0.000443685,1,0,0,0.880858,-0.000443685,1,0,0,0.880858,-0.000443685,1,0,0
1739,0.889289,-0.000425814,1,0,0,0.889289,-0.000425814,1,0,0,0.889289,-0.000425814,1,0,0
1740,0.897551,-0.000408467,1,0,0,0.897551,-0.000408467,1,0,0,0.897551,-0.000408467,1,0,0
1741,0.905646,-0.000391629,1,0,0,0.905646,-0.000391629,1,0,0,0.905646,-0.000391629,1,0,0
1742,0.913574,-0.000375288,1,0,0,0.913574,-0.000375288,1,0,0,0.913574,-0.000375288,1,0,0
1743,0.921336,-0.00035943,1,0,0,0.921336,-0.00035943,1,0,0,0.921336,-0.00035943,1,0,0
1744,0.928931,-0.00034404,1,0,0,0.928931,-0.00034404,1,0,0,0.928931,-0.00034404,1,0,0
1745,0.936361,-0.000329107,1,0,0,0.936361,-0.000329107,1,0,0,0.936361,-0.000329107,1,0,0
1746,0.943626,-0.000314618,1,0,0,0.943626,-0.000314618,1,0,0,0.943626,-0.000314618,1,0,0
1747,0.950728,-0.00030056,1,0,0,0.950728,-0.00030056,1,0,0,0.950728,-0.00030056,1,0,0
1748,0.957667,-0.000286922,1,0,0,0.957667,-0.000286922,1,0,0,0.957667,-0.000286922,1,0,0
1749,0.964445,-0.000273691,1,0,0,0.964445,-0.000273691,1,0,0,0.964445,-0.000273691,1,0,0
1750,0.971063,-0.000260857,1,0,0,0.971063,-0.000260857,1,0,0,0.971063,-0.000260857,1,0,0
1751,0.977522,-0.000248408,1,0,0,0.977522,-0.000248408,1,0,0,0.977522,-0.000248408,1,0,0
1752,0.983824,-0.000236334,1,0,0,0.983824,-0.000236334,1,0,0,0.983824,-0.000236334,1,0,0
1753,0.98997,-0.000224623,1,0,0,0.98997,-0.000224623,1,0,0,0.98997,-0.000224623,1,0,0
1754,0.995962,-0.000213266,1,0,0,0.995962,-0.000213266,1,0,0,0.995962,-0.000213266,1,0,0
1755,1.0018,-0.000202253,1,0,0,1.0018,-0.000202253,1,0,0,1.0018,-0.000202253,1,0,0
1756,1.00749,-0.000191573,1,0,0,1.00749,-0.000191573,1,0,0,1.00749,-0.000191573,1,0,0
1757,1.01303,-0.000181218,1,0,0,1.01303,-0.000181218,1,0,0,1.01303,-0.000181218,1,0,0
1758,1.01842,-0.000171179,1,0,0,1.01842,-0.000171179,1,0,0,1.01842,-0.000171179,1,0,0
1759,1.02366,-0.000161445,1,0,0,1.02366,-0.000161445,1,0,0,1.02366,-0.000161445,1,0,0
1760,1.02876,-0.000152009,1,0,0,1.02876,-0.000152009,1,0,0,1.02876,-0.000152009,1,0,0
1761,1.03372,-0.000142861,1,0,0,1.03372,-0.000142861,1,0,0,1.03372,-0.000142861,1,0,0
1762,1.03854,-0.000133994,1,0,0,1.03854,-0.000133994,1,0,0,1.03854,-0.000133994,1,0,0
1763,1.04322,-0.0001254,1,0,0,1.04322,-0.0001254,1,0,0,1.04322,-0.0001254,1,0,0
1764,1.04777,-0.00011707,1,0,0,1.04777,-0.00011707,1,0,0,1.04777,-0.00011707,1,0,0
1765,1.05218,-0.000108997,1,0,0,1.05218,-0.000108997,1,0,0,1.05218,-0.000108997,1,0,0
1766,1.05646,-0.000101173,1,0,0,1.05646,-0.000101173,1,0,0,1.05646,-0.000101173,1,0,0
1767,1.06061,-9.35915e-05,1,0,0,1.06061,-9.35915e-05,1,0,0,1.06061,-9.35915e-05,1,0,0
1768,1.06463,-8.62452e-05,1,0,0,1.06463,-8.62452e-05,1,0,0,1.06463,-8.62452e-05,1,0,0
1769,1.06852,-7.9127e-05,1,0,0,1.06852,-7.9127e-05,1,0,0,1.06852,-7.9127e-05,1,0,0
1770,1.07229,-7.22304e-05,1,0,0,1.07229,-7.22304e-05,1,0,0,1.07229,-7.22304e-05,1,0,0
1771,1.07594,-6.55487e-05,1,0,0,1.07594,-6.55487e-05,1,0,0,1.07594,-6.55487e-05,1,0,0
1772,1.07946,-5.90758e-05,1,0,0,1.07946,-5.90758e-05,1,0,0,1.07946,-5.90758e-05,1,0,0
1773,1.08287,-5.28054e-05,1,0,0,1.08287,-5.28054e-05,1,0,0,1.08287,-5.28054e-05,1,0,0
1774,1.08617,-4.67315e-05,1,0,0,1.08617,-4.67315e-05,1,0,0,1.08617,-4.67315e-05,1,0,0
1775,1.08935,-4.08483e-05,1,0,0,1.08935,-4.08483e-05,1,0,0,1.08935,-4.08483e-05,1,0,0
1776,1.09241,-3.51501e-05,1,0,0,1.09241,-3.51501e-05,1,0,0,1.09241,-3.51501e-05,1,0,0
1777,1.09537,-2.96315e-05,1,0,0,1.09537,-2.96315e-05,1,0,0,1.09537,-2.96315e-05,1,0,0
1778,1.09822,-2.4287e-05,1,0,0,1.09822,-2.4287e-05,1,0,0,1.09822,-2.4287e-05,1,0,0
1779,1.10096,-1.91115e-05,1,0,0,1.10096,-1.91115e-05,1,0,0,1.10096,-1.91115e-05,1,0,0
1780,1.1036,-1.40999e-05,1,0,0,1.1036,-1.40999e-05,1,0,0,1.1036,-1.40999e-05,1,0,0
1781,1.10614,-9.24732e-06,1,0,0,1.10614,-9.24732e-06,1,0,0,1.10614,-9.24732e-06,1,0,0
1782,1.10858,-4.54889e-06,1,0,0,1.10858,-4.54889e-06,1,0,0,1.10858,-4.54889e-06,1,0,0
1783,1.11092,0,1,0,0,1.11092,0,1,0,0,1.11092,0,1,0,0
1784,1.11316,0,1,0,0,1.11316,0,1,0,0,1.11316,0,1,0,0
1785,1.11531,0,1,0,0,1.11531,0,1,0,0,1.11531,0,1,0,0
1786,1.11736,0,1,0,0,1.11736,0,1,0,0,1.11736,0,1,0,0
1787,1.11933,0,1,0,0,1.11933,0,1,0,0,1.11933,0,1,0,0
1788,1.1212,0,1,0,0,1.1212,0,1,0,0,1.1212,0,1,0,0
1789,1.12298,0,1,0,0,1.12298,0,1,0,0,1.12298,0,1,0,0
1790,1.12468,0,1,0,0,1.12468,0,1,0,0,1.12468,0,1,0,0
1791,1.12628,0,1,0,0,1.12628,0,1,0,0,1.12628,0,1,0,0
1792,1.12779,0,1,0,0,1.12779,0,1,0,0,1.12779,0,1,0,0
1793,1.12921,0,1,0,0,1.12921,0,1,0,0,1.12921,0,1,0,0
1794,1.13053,0,1,0,0,1.13053,0,1,0,0,1.13053,0,1,0,0
1795,1.13174,0,1,0,0,1.13174,0,1,0,0,1.13174,0,1,0,0
1796,1.13285,0,1,0,0,1.13285,0,1,0,0,1.13285,0,1,0,0
1797,1.13385,0,1,0,0,1.13385,0,1,0,0,1.13385,0,1,0,0
1798,1.13473,0,1,0,0,1.13473,0,1,0,0,1.13473,0,1,0,0
1799,1.13548,0,1,0,0,1.13548,0,1,0,0,1.13548,0,1,0,0
1800,1.1361,0,1,0,0,1.1361,0,1,0,0,1.1361,0,1,0,0
1801,1.13658,0,1,0,0,1.13658,0,1,0,0,1.13658,0,1,0,0
1802,1.1369,0,1,0,0,1.1369,0,1,0,0,1.1369,0,1,0,0
1803,1.13706,0,1,0,0,1.13706,0,1,0,0,1.13706,0,1,0,0
1804,1.13705,0,1,0,0,1.13705,0,1,0,0,1.13705,0,1,0,0
1805,1.13686,0,1,0,0,1.13686,0,1,0,0,1.13686,0,1,0,0
1806,1.13648,0,1,0,0,1.13648,0,1,0,0,1.13648,0,1,0,0
1807,1.13588,0,1,0,0,1.13588,0,1,0,0,1.13588,0,1,0,0
1808,1.13508,0,1,0,0,1.13508,0,1,0,0,1.13508,0,1,0,0
1809,1.13405,0,1,0,0,1.13405,0,1,0,0,1.13405,0,1,0,0
1810,1.13278,0,1,0,0,1.13278,0,1,0,0,1.13278,0,1,0,0
1811,1.13126,0,1,0,0,1.13126,0,1,0,0,1.13126,0,1,0,0
1812,1.12948,0,1,0,0,1.12948,0,1,0,0,1.12948,0,1,0,0
1813,1.12744,0,1,0,0,1.12744,0,1,0,0,1.12744,0,1,0,0
1814,1.12511,0,1,0,0,1.12511,0,1,0,0,1.12511,0,1,0,0
1815,1.1225,0,1,0,0,1.1225,0,1,0,0,1.1225,0,1,0,0
1816,1.1196,0,1,0,0,1.1196,0,1,0,0,1.1196,0,1,0,0
1817,1.11639,0,1,0,0,1.11639,0,1,0,0,1.11639,0,1,0,0
1818,1.11287,0,1,0,0,1.11287,0,1,0,0,1.11287,0,1,0,0
1819,1.10903,0,1,0,0,1.10903,0,1,0,0,1.10903,0,1,0,0
1820,1.10488,0,1,0,0,1.10488,0,1,0,0,1.10488,0,1,0,0
1821,1.10039,0,1,0,0,1.10039,0,1,0,0,1.10039,0,1,0,0
1822,1.09557,0,1,0,0,1.09557,0,1,0,0,1.09557,0,1,0,0
1823,1.09042,0,1,0,0,1.09042,0,1,0,0,1.09042,0,1,0,0
1824,1.08493,0,1,0,0,1.08493,0,1,0,0,1.08493,0,1,0,0
1825,1.0791,0,1,0,0,1.0791,0,1,0,0,1.0791,0,1,0,0
1826,1.07292,0,1,0,0,1.07292,0,1,0,0,1.07292,0,1,0,0
1827,1.06641,0,1,0,0,1.06641,0,1,0,0,1.06641,0,1,0,0
1828,1.05956,0,1,0,0,1.05956,0,1,0,0,1.05956,0,1,0,0
1829,1.05237,0,1,0,0,1.05237,0,1,0,0,1.05237,0,1,0,0
1830,1.04484,0,1,0,0,1.04484,0,1,0,0,1.04484,0,1,0,0
1831,1.03698,0,1,0,0,1.03698,0,1,0,0,1.03698,0,1,0,0
1832,1.0288,0,1,0,0,1.0288,0,1,0,0,1.0288,0,1,0,0
1833,1.02028,0,1,0,0,1.02028,0,1,0,0,1.02028,0,1,0,0
1834,1.01145,0,1,0,0,1.01145,0,1,0,0,1.01145,0,1,0,0
1835,1.00231,0,1,0,0,1.00231,0,1,0,0,1.00231,0,1,0,0
1836,0.992858,0,1,0,0,0.992858,0,1,0,0,0.992858,0,1,0,0
1837,0.983107,0,1,0,0,0.983107,0,1,0,0,0.983107,0,1,0,0
1838,0.973065,0,1,0,0,0.973065,0,1,0,0,0.973065,0,1,0,0
1839,0.962739,0,1,0,0,0.962739,0,1,0,0,0.962739,0,1,0,0
1840,0.952139,0,1,0,0,0.952139,0,1,0,0,0.952139,0,1,0,0
1841,0.941273,0,1,0,0,0.941273,0,1,0,0,0.941273,0,1,0,0
1842,0.93015,0,1,0,0,0.93015,0,1,0,0,0.93015,0,1,0,0
1843,0.918782,0,1,0,0,0.918782,0,1,0,0,0.918782,0,1,0,0
1844,0.907179,0,1,0,0,0.907179,0,1,0,0,0.907179,0,1,0,0
1845,0.89535,0,1,0,0,0.89535,0,1,0,0,0.89535,0,1,0,0
1846,0.883307,0,1,0,0,0.883307,0,1,0,0,0.883307,0,1,0,0
1847,0.871061,0,1,0,0,0.871061,0,1,0,0,0.871061,0,1,0,0
1848,0.858623,0,1,0,0,0.858623,0,1,0,0,0.858623,0,1,0,0
1849,0.846004,0,1,0,0,0.846004,0,1,0,0,0.846004,0,1,0,0
1850,0.833217,0,1,0,0,0.833217,0,1,0,0,0.833217,0,1,0,0
1851,0.820272,0,1,0,0,0.820272,0,1,0,0,0.820272,0,1,0,0
1852,0.807182,0,1,0,0,0.807182,0,1,0,0,0.807182,0,1,0,0
1853,0.793957,0,1,0,0,0.793957,0,1,0,0,0.793957,0,1,0,0
1854,0.780611,0,1,0,0,0.780611,0,1,0,0,0.780611,0,1,0,0
1855,0.767154,0,1,0,0,0.767154,0,1,0,0,0.767154,0,1,0,0
1856,0.753599,0,1,0,0,0.753599,0,1,0,0,0.753599,0,1,0,0
1857,0.739956,0,1,0,0,0.739956,0,1,0,0,0.739956,0,1,0,0
1858,0.726237,0,1,0,0,0.726237,0,1,0,0,0.726237,0,1,0,0
1859,0.712454,0,1,0,0,0.712454,0,1,0,0,0.712454,0,1,0,0
1860,0.698617,0,1,0,0,0.698617,0,1,0,0,0.698617,0,1,0,0
1861,0.684738,0,1,0,0,0.684738,0,1,0,0,0.684738,0,1,0,0
1862,0.670826,0,1,0,0,0.670826,0,1,0,0,0.670826,0,1,0,0
1863,0.656894,0,1,0,0,0.656894,0,1,0,0,0.656894,0,1,0,0
1864,0.642951,0,1,0,0,0.642951,0,1,0,0,0.642951,0,1,0,0
1865,0.629007,0,1,0,0,0.629007,0,1,0,0,0.629007,0,1,0,0
1866,0.615073,0,1,0,0,0.615073,0,1,0,0,0.615073,0,1,0,0
1867,0.601157,0,1,0,0,0.601157,0,1,0,0,0.601157,0,1,0,0
1868,0.58727,0,1,0,0,0.58727,0,1,0,0,0.58727,0,1,0,0
1869,0.573419,0,1,0,0,0.573419,0,1,0,0,0.573419,0,1,0,0
1870,0.559615,0,1,0,0,0.559615,0,1,0,0,0.559615,0,1,0,0
1871,0.545865,0,1,0,0,0.545865,0,1,0,0,0.545865,0,1,0,0
1872,0.532177,0,1,0,0,0.532177,0,1,0,0,0.532177,0,1,0,0
1873,0.51856,0,1,0,0,0.51856,0,1,0,0,0.51856,0,1,0,0
1874,0.505022,0,1,0,0,0.505022,0,1,0,0,0.505022,0,1,0,0
1875,0.491568,0,1,0,0,0.491568,0,1,0,0,0.491568,0,1,0,0
1876,0.478207,0,1,0,0,0.478207,0,1,0,0,0.478207,0,1,0,0
1877,0.464945,0,1,0,0,0.464945,0,1,0,0,0.464945,0,1,0,0
1878,0.451788,0,1,0,0,0.451788,0,1,0,0,0.451788,0,1,0,0
1879,0.438743,0,1,0,0,0.438743,0,1,0,0,0.438743,0,1,0,0
1880,0.425814,0,1,0,0,0.425814,0,1,0,0,0.425814,0,1,0,0
1881,0.413008,0,1,0,0,0.413008,0,1,0,0,0.413008,0,1,0,0
1882,0.40033,0,1,0,0,0.40033,0,1,0,0,0.40033,0,1,0,0
1883,0.387784,0,1,0,0,0.387784,0,1,0,0,0.387784,0,1,0,0
1884,0.375375,0,1,0,0,0.375375,0,1,0,0,0.375375,0,1,0,0
1885,0.363108,0,1,0,0,0.363108,0,1,0,0,0.363108,0,1,0,0
1886,0.350985,0,1,0,0,0.350985,0,1,0,0,0.350985,0,1,0,0
1887,0.339011,0,1,0,0,0.339011,0,1,0,0,0.339011,0,1,0,0
1888,0.32719,0,1,0,0,0.32719,0,1,0,0,0.32719,0,1,0,0
1889,0.315523,0,1,0,0,0.315523,0,1,0,0,0.315523,0,1,0,0
1890,0.304016,0,1,0,0,0.304016,0,1,0,0,0.304016,0,1,0,0
1891,0.292668,0,1,0,0,0.292668,0,1,0,0,0.292668,0,1,0,0
1892,0.281484,0,1,0,0,0.281484,0,1,0,0,0.281484,0,1,0,0
1893,0.270466,0,1,0,0,0.270466,0,1,0,0,0.270466,0,1,0,0
1894,0.259615,0,1,0,0,0.259615,0,1,0,0,0.259615,0,1,0,0
1895,0.248932,0,1,0,0,0.248932,0,1,0,0,0.248932,0,1,0,0
1896,0.23842,0,1,0,0,0.23842,0,1,0,0,0.23842,0,1,0,0
1897,0.22808,0,1,0,0,0.22808,0,1,0,0,0.22808,0,1,0,0
1898,0.217912,0,1,0,0,0.217912,0,1,0,0,0.217912,0,1,0,0
1899,0.207918,0,1,0,0,0.207918,0,1,0,0,0.207918,0,1,0,0
1900,0.198098,0,1,0,0,0.198098,0,1,0,0,0.198098,0,1,0,0
1901,0.188452,0,1,0,0,0.188452,0,1,0,0,0.188452,0,1,0,0
1902,0.178982,0,1,0,0,0.178982,0,1,0,0,0.178982,0,1,0,0
1903,0.169687,0,1,0,0,0.169687,0,1,0,0,0.169687,0,1,0,0
1904,0.160566,0,1,0,0,0.160566,0,1,0,0,0.160566,0,1,0,0
1905,0.151621,0,1,0,0,0.151621,0,1,0,0,0.151621,0,1,0,0
1906,0.14285,0,1,0,0,0.14285,0,1,0,0,0.14285,0,1,0,0
1907,0.134253,0,1,0,0,0.134253,0,1,0,0,0.134253,0,1,0,0
1908,0.12583,0,1,0,0,0.12583,0,1,0,0,0.12583,0,1,0,0
1909,0.117579,0,1,0,0,0.117579,0,1,0,0,0.117579,0,1,0,0
1910,0.109501,0,1,0,0,0.109501,0,1,0,0,0.109501,0,1,0,0
1911,0.101593,0,1,0,0,0.101593,0,1,0,0,0.101593,0,1,0,0
1912,0.0938559,0,1,0,0,0.0938559,0,1,0,0,0.0938559,0,1,0,0
1913,0.0862874,0,1,0,0,0.0862874,0,1,0,0,0.0862874,0,1,0,0
1914,0.0788865,0,1,0,0,0.0788865,0,1,0,0,0.0788865,0,1,0,0
1915,0.0716521,0,1,0,0,0.0716521,0,1,0,0,0.0716521,0,1,0,0
1916,0.0645826,0,1,0,0,0.0645826,0,1,0,0,0.0645826,0,1,0,0
1917,0.0576766,0,1,0,0,0.0576766,0,1,0,0,0.0576766,0,1,0,0
1918,0.0509327,0,1,0,0,0.0509327,0,1,0,0,0.0509327,0,1,0,0
1919,0.0443491,0,1,0,0,0.0443491,0,1,0,0,0.0443491,0,1,0,0
1920,0.0379243,0,1,0,0,0.0379243,0,1,0,0,0.0379243,0,1,0,0
1921,0.0316565,0,1,0,0,0.0316565,0,1,0,0,0.0316565,0,1,0,0
1922,0.025544,0,1,0,0,0.025544,0,1,0,0,0.025544,0,1,0,0
1923,0.019585,0,1,0,0,0.019585,0,1,0,0,0.019585,0,1,0,0
1924,0.0137776,0,1,0,0,0.0137776,0,1,0,0,0.0137776,0,1,0,0
1925,0.00812005,0,1,0,0,0.00812005,0,1,0,0,0.00812005,0,1,0,0
1926,0.00261036,0,1,0,0,0.00261036,0,1,0,0,0.00261036,0,1,0,0
1927,-0.00275337,0,1,0,0,-0.00275337,0,1,0,0,-0.00275337,0,1,0,0
1928,-0.00797311,0,1,0,0,-0.00797311,0,1,0,0,-0.00797311,0,1,0,0
1929,-0.0130508,0,1,0,0,-0.0130508,0,1,0,0,-0.0130508,0,1,0,0
1930,-0.0179886,0,1,0,0,-0.0179886,0,1,0,0,-0.0179886,0,1,0,0
1931,-0.0227883,0,1,0,0,-0.0227883,0,1,0,0,-0.0227883,0,1,0,0
1932,-0.027452,0,1,0,0,-0.027452,0,1,0,0,-0.027452,0,1,0,0
1933,-0.0319817,0,1,0,0,-0.0319817,0,1,0,0,-0.0319817,0,1,0,0
1934,-0.0363796,0,1,0,0,-0.0363796,0,1,0,0,-0.0363796,0,1,0,0
1935,-0.0406476,0,1,0,0,-0.0406476,0,1,0,0,-0.0406476,0,1,0,0
1936,-0.0447877,0,1,0,0,-0.0447877,0,1,0,0,-0.0447877,0,1,0,0
1937,-0.0488021,0,1,0,0,-0.0488021,0,1,0,0,-0.0488021,0,1,0,0
1938,-0.0526927,0,1,0,0,-0.0526927,0,1,0,0,-0.0526927,0,1,0,0
1939,-0.0564616,0,1,0,0,-0.0564616,0,1,0,0,-0.0564616,0,1,0,0
1940,-0.0601109,0,1,0,0,-0.0601109,0,1,0,0,-0.0601109,0,1,0,0
1941,-0.0636425,0,1,0,0,-0.0636425,0,1,0,0,-0.0636425,0,1,0,0
1942,-0.0670585,0,1,0,0,-0.0670585,0,1,0,0,-0.0670585,0,1,0,0
1943,-0.0703608,0,1,0,0,-0.0703608,0,1,0,0,-0.0703608,0,1,0,0
1944,-0.0735515,0,1,0,0,-0.0735515,0,1,0,0,-0.0735515,0,1,0,0
1945,-0.0766326,0,1,0,0,-0.0766326,0,1,0,0,-0.0766326,0,1,0,0
1946,-0.0796059,0,1,0,0,-0.0796059,0,1,0,0,-0.0796059,0,1,0,0
1947,-0.0824736,0,1,0,0,-0.0824736,0,1,0,0,-0.0824736,0,1,0,0
1948,-0.0852374,0,1,0,0,-0.0852374,0,1,0,0,-0.0852374,0,1,0,0
1949,-0.0878993,0,1,0,0,-0.0878993,0,1,0,0,-0.0878993,0,1,0,0
1950,-0.0904612,0,1,0,0,-0.0904612,0,1,0,0,-0.0904612,0,1,0,0
1951,-0.092925,0,1,0,0,-0.092925,0,1,0,0,-0.092925,0,1,0,0
1952,-0.0952926,0,1,0,0,-0.0952926,0,1,0,0,-0.0952926,0,1,0,0
1953,-0.0975658,0,1,0,0,-0.0975658,0,1,0,0,-0.0975658,0,1,0,0
1954,-0.0997463,0,1,0,0,-0.0997463,0,1,0,0,-0.0997463,0,1,0,0
1955,-0.101836,0,1,0,0,-0.101836,0,1,0,0,-0.101836,0,1,0,0
1956,-0.103837,0,1,0,0,-0.103837,0,1,0,0,-0.103837,0,1,0,0
1957,-0.10575,0,1,0,0,-0.10575,0,1,0,0,-0.10575,0,1,0,0
1958,-0.107578,0,1,0,0,-0.107578,0,1,0,0,-0.107578,0,1,0,0
1959,-0.109323,0,1,0,0,-0.109323,0,1,0,0,-0.109323,0,1,0,0
1960,-0.110985,0,1,0,0,-0.110985,0,1,0,0,-0.110985,0,1,0,0
1961,-0.112567,0,1,0,0,-0.112567,0,1,0,0,-0.112567,0,1,0,0
1962,-0.11407,0,1,0,0,-0.11407,0,1,0,0,-0.11407,0,1,0,0
